zone_id,timestamp,anomaly_score,is_disruption,predicted_surge_pct,affected_line,cascade_zone_ids,time_to_peak_min,z_subway,z_pickups,taxi_pickups,subway_ridership,bike_starts
45,2023-01-31 23:00:00,0.20118514789973402,0,0,-,,0,-0.40029727206844906,-1.0757514871066067,1.0,26648.0,0
46,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
47,2023-01-31 23:00:00,0.16951343001516586,0,0,-,,0,0.09362291231670956,1.231276890365714,1.0,1736.0,0
48,2023-01-31 23:00:00,0.10468225821333235,0,0,-,,0,-0.40029727206844906,-0.30372836961539346,125.0,26648.0,31
49,2023-01-31 23:00:00,0.10768976317631546,0,0,-,,0,-0.3549707440658193,0.3882237799894312,1.0,6100.0,0
50,2023-01-31 23:00:00,0.11031568643879423,0,0,-,,0,-0.40029727206844906,-0.34879579541908845,13.0,26648.0,3
51,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
52,2023-01-31 23:00:00,0.09778143946846934,0,0,-,,0,-0.3549707440658193,-0.30895719032666236,0.0,6100.0,0
53,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
54,2023-01-31 23:00:00,0.08581188022208786,0,0,-,,0,-0.3549707440658193,-0.21320071635561047,0.0,6100.0,0
55,2023-01-31 23:00:00,0.08581188022208786,0,0,-,,0,-0.3549707440658193,-0.21320071635561047,0.0,6100.0,0
56,2023-01-31 23:00:00,0.178381315543185,0,0,-,,0,-0.6009482291780521,-0.6257862187747439,0.0,3336.0,0
57,2023-01-31 23:00:00,0.12680812774079334,0,0,-,,0,-0.6009482291780521,-0.21320071635561047,0.0,3336.0,0
58,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
59,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
60,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
61,2023-01-31 23:00:00,0.15452621598493177,0,0,-,,0,-0.3549707440658193,0.7629154024583618,1.0,6100.0,0
62,2023-01-31 23:00:00,0.258592799482003,0,0,-,,0,-0.3549707440658193,1.5954480704349314,1.0,6100.0,0
63,2023-01-31 23:00:00,0.13592867222166938,0,0,-,,0,-0.3549707440658193,-0.6141350523522625,0.0,6100.0,0
64,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
65,2023-01-31 23:00:00,0.08722562430520404,0,0,-,,0,-0.3549707440658193,-0.22451066902053993,2.0,6100.0,0
66,2023-01-31 23:00:00,0.13502033410756242,0,0,-,,0,-0.3549707440658193,-0.606868347439407,0.0,6100.0,0
67,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
68,2023-01-31 23:00:00,0.07905378801571668,0,0,-,,0,-0.40029727206844906,-0.09870060803446797,92.0,26648.0,23
69,2023-01-31 23:00:00,0.05422346751028439,0,0,-,,0,0.09362291231670956,-0.30895719032666236,0.0,1736.0,0
70,2023-01-31 23:00:00,0.28148105199905954,0,0,-,,0,-0.6009482291780521,-1.4505841104217403,14.0,3336.0,0
71,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
72,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
73,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
74,2023-01-31 23:00:00,0.0947951290781997,0,0,-,,0,-0.40029727206844906,-0.22463133653433223,4.0,26648.0,1
75,2023-01-31 23:00:00,0.18929275747937335,0,0,-,,0,-0.40029727206844906,-0.9806123637437214,6.0,26648.0,1
76,2023-01-31 23:00:00,0.13738506802447953,0,0,-,,0,-0.3549707440658193,-0.6257862187747439,0.0,6100.0,0
77,2023-01-31 23:00:00,0.09778143946846934,0,0,-,,0,-0.3549707440658193,-0.30895719032666236,0.0,6100.0,0
78,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
79,2023-01-31 23:00:00,0.12672617748359458,0,0,-,,0,-0.40029727206844906,-0.4800797237774912,99.0,26648.0,24
80,2023-01-31 23:00:00,0.3866666446880571,0,0,-,,0,-0.3549707440658193,2.6200388320833645,3.0,6100.0,0
81,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
82,2023-01-31 23:00:00,0.16981285524288597,0,0,-,,0,-0.6009482291780521,-0.5572385363723518,0.0,3336.0,0
83,2023-01-31 23:00:00,0.15392103505167745,0,0,-,,0,-0.6009482291780521,-0.43010397484268353,0.0,3336.0,0
84,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
85,2023-01-31 23:00:00,0.08581188022208786,0,0,-,,0,-0.3549707440658193,-0.21320071635561047,0.0,6100.0,0
86,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
87,2023-01-31 23:00:00,0.1416350853442288,0,0,-,,0,-0.40029727206844906,-0.5993509866625649,11.0,26648.0,2
88,2023-01-31 23:00:00,0.10327063442487658,0,0,-,,0,-0.40029727206844906,-0.2924353793077472,6.0,26648.0,1
89,2023-01-31 23:00:00,0.10768976317631546,0,0,-,,0,-0.3549707440658193,-0.3882237799894312,0.0,6100.0,0
90,2023-01-31 23:00:00,0.07940578885308278,0,0,-,,0,-0.40029727206844906,-0.10151661473339677,67.0,26648.0,16
91,2023-01-31 23:00:00,0.5127265634883083,0,5,-,,0,-0.3549707440658193,3.6285181824853736,2.0,6100.0,0
92,2023-01-31 23:00:00,0.12680812774079334,0,0,-,,0,-0.6009482291780521,-0.21320071635561047,0.0,3336.0,0
93,2023-01-31 23:00:00,0.1855988211030726,0,0,-,,0,-0.6009482291780521,-0.6835262632538447,1.0,3336.0,0
94,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
95,2023-01-31 23:00:00,0.18678196984110657,0,0,-,,0,-0.6009482291780521,-0.6929914531581163,0.0,3336.0,0
96,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
97,2023-01-31 23:00:00,0.15021323805668235,0,0,-,,0,-0.3549707440658193,0.7284115790323663,3.0,6100.0,0
98,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
99,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
100,2023-01-31 23:00:00,0.1227387377579534,0,0,-,,0,-0.40029727206844906,0.44818020597236174,68.0,26648.0,17
101,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
102,2023-01-31 23:00:00,0.1486860106950209,0,0,-,,0,-0.6009482291780521,-0.38822377998943125,0.0,3336.0,0
103,2023-01-31 23:00:00,0.06671621201140818,0,0,-,,0,-0.40029727206844906,0.0,0.0,26648.0,0
104,2023-01-31 23:00:00,0.06671621201140818,0,0,-,,0,-0.40029727206844906,0.0,0.0,26648.0,0
105,2023-01-31 23:00:00,0.06671621201140818,0,0,-,,0,-0.40029727206844906,0.0,0.0,26648.0,0
106,2023-01-31 23:00:00,0.09778143946846934,0,0,-,,0,-0.3549707440658193,-0.30895719032666236,0.0,6100.0,0
107,2023-01-31 23:00:00,0.09411977557442179,0,0,-,,0,-0.40029727206844906,-0.21922850850410888,74.0,26648.0,18
108,2023-01-31 23:00:00,0.08581188022208786,0,0,-,,0,-0.3549707440658193,-0.21320071635561047,0.0,6100.0,0
109,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
110,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
111,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
112,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,1.0,6100.0,0
113,2023-01-31 23:00:00,0.10089522254744877,0,0,-,,0,-0.40029727206844906,-0.2734320842883248,48.0,26648.0,12
114,2023-01-31 23:00:00,0.13076198806076814,0,0,-,,0,-0.40029727206844906,-0.5123662083948797,78.0,26648.0,19
115,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
116,2023-01-31 23:00:00,0.16833123003587092,0,0,-,,0,-0.40029727206844906,0.8129201441957018,3.0,26648.0,0
117,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
118,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
119,2023-01-31 23:00:00,0.042253908263902906,0,0,-,,0,0.09362291231670956,-0.21320071635561047,0.0,1736.0,0
120,2023-01-31 23:00:00,0.06671621201140818,0,0,-,,0,-0.40029727206844906,0.0,0.0,26648.0,0
